id_compra,data,horario,ano,mes,dia_semana,categoria,preco_unitario,quantidade,frete,valor_total,metodo_pagamento,id_cliente,cidade,uf,regiao,idade,sexo_biologico,cashback,avaliacao_compra
469,2023-02-26,19:06,2023,2,Sunday,Papelaria E Escritório,24.9,5,2.49,126.99,Cartão de Crédito,6371,Niterói,Rio De Janeiro,Sudeste,54,Feminino,0,9
472,2023-02-26,16:01,2023,2,Sunday,Eletrônicos,5373.0,5,1611.9,28476.9,Cartão de Crédito,6003,Porto Alegre,Rio Grande Do Sul,Sul,48,Feminino,0,7
473,2023-02-26,18:05,2023,2,Sunday,Beleza E Cuidados Pessoais,151.9,1,15.19,167.09,Cartão de Crédito,1172,Teresina,Piauí,Nordeste,35,Masculino,0,9
481,2023-03-02,23:42,2023,3,Thursday,Alimentos E Bebidas,38.9,5,1.94,196.44,PIX,5506,Rio De Janeiro,Rio De Janeiro,Sudeste,31,Feminino,1,8
478,2023-03-02,18:18,2023,3,Thursday,Beleza E Cuidados Pessoais,74.9,2,0.0,149.8,PIX,9693,Carapicuíba,São Paulo,Sudeste,48,Masculino,0,10
484,2023-03-02,23:15,2023,3,Thursday,Ferramentas E Construção,299.9,4,0.0,1199.6,Cartão de Crédito,6285,Diadema,São Paulo,Sudeste,18,Masculino,1,10
476,2023-03-02,15:16,2023,3,Thursday,Papelaria E Escritório,40.9,5,14.32,218.82,PIX,2967,Salvador,Bahia,Nordeste,31,Masculino,1,9
483,2023-03-02,22:23,2023,3,Thursday,Beleza E Cuidados Pessoais,92.9,5,41.8,506.3,Cartão de Crédito,3332,Teresina,Piauí,Nordeste,44,Feminino,0,9
479,2023-03-02,00:00,2023,3,Thursday,Eletrodomésticos,383.9,5,172.76,2092.26,Cartão de Crédito,7208,Recife,Pernambuco,Nordeste,42,Feminino,0,9
477,2023-03-02,18:12,2023,3,Thursday,Casa E Limpeza,141.9,4,28.38,595.98,Cartão de Crédito,8015,Brasília,Distrito Federal,Centro-Oeste,33,Masculino,1,8
480,2023-03-02,17:30,2023,3,Thursday,Casa E Limpeza,44.9,5,0.0,224.5,Cartão de Crédito,4160,Osasco,São Paulo,Sudeste,36,Masculino,1,10
482,2023-03-02,18:43,2023,3,Thursday,Alimentos E Bebidas,53.0,5,18.55,283.55,Cartão de Crédito,7315,Boa Vista,Roraima,Norte,36,Feminino,0,9
492,2023-03-03,17:38,2023,3,Friday,Eletrônicos,5881.9,5,2646.86,32056.36,Cartão de Crédito,8426,Natal,Rio Grande Do Norte,Nordeste,26,Feminino,0,5
486,2023-03-03,18:01,2023,3,Friday,Alimentos E Bebidas,28.9,4,9.25,124.85,Cartão de Crédito,6607,Feira De Santana,Bahia,Nordeste,24,Feminino,1,10
485,2023-03-03,19:51,2023,3,Friday,Alimentos E Bebidas,96.9,3,0.0,290.70000000000005,Cartão de Crédito,8778,Santo André,São Paulo,Sudeste,35,Feminino,1,8
489,2023-03-03,18:41,2023,3,Friday,Beleza E Cuidados Pessoais,49.9,5,7.48,256.98,Cartão de Crédito,6595,Canoas,Rio Grande Do Sul,Sul,24,Feminino,1,10
487,2023-03-03,00:43,2023,3,Friday,Alimentos E Bebidas,14.9,2,0.0,29.8,PIX,1695,São Paulo,São Paulo,Sudeste,35,Feminino,1,7
490,2023-03-03,18:38,2023,3,Friday,Alimentos E Bebidas,34.9,2,5.58,75.38,Cartão de Crédito,9619,Recife,Pernambuco,Nordeste,52,Feminino,0,10
488,2023-03-03,23:53,2023,3,Friday,Alimentos E Bebidas,57.9,4,18.53,250.13,PIX,1815,Aracaju,Sergipe,Nordeste,31,Masculino,1,9
491,2023-03-03,18:53,2023,3,Friday,Eletrodomésticos,346.9,1,20.81,367.71,PIX,9864,Petrolina,Pernambuco,Nordeste,38,Feminino,1,9
497,2023-03-04,17:03,2023,3,Saturday,Alimentos E Bebidas,34.9,2,4.89,74.69,Cartão de Crédito,2923,Londrina,Paraná,Sul,33,Feminino,1,10
496,2023-03-04,00:20,2023,3,Saturday,Eletrônicos,5117.9,4,614.15,21085.75,Boleto,5375,Rio De Janeiro,Rio De Janeiro,Sudeste,30,Feminino,0,10
500,2023-03-04,18:10,2023,3,Saturday,Papelaria E Escritório,26.9,3,5.65,86.35,PIX,4355,Santarém,Pará,Norte,37,Feminino,1,8
493,2023-03-04,19:03,2023,3,Saturday,Casa E Limpeza,134.9,3,20.24,424.94000000000005,PIX,6286,Porto Alegre,Rio Grande Do Sul,Sul,32,Feminino,1,7
502,2023-03-04,21:45,2023,3,Saturday,Alimentos E Bebidas,50.9,2,5.09,106.89,PIX,4287,São Gonçalo,Rio De Janeiro,Sudeste,49,Feminino,0,10
494,2023-03-04,21:12,2023,3,Saturday,Alimentos E Bebidas,36.9,2,8.86,82.66,Cartão de Crédito,5485,Macapá,Amapá,Norte,47,Masculino,0,9
499,2023-03-04,23:38,2023,3,Saturday,Beleza E Cuidados Pessoais,182.9,2,43.9,409.7,Boleto,3261,Belém,Pará,Norte,60,Feminino,0,9
501,2023-03-04,22:33,2023,3,Saturday,Papelaria E Escritório,39.0,1,2.34,41.34,PIX,3136,Canoas,Rio Grande Do Sul,Sul,39,Masculino,1,8
498,2023-03-04,22:42,2023,3,Saturday,Beleza E Cuidados Pessoais,106.0,4,12.72,436.72,PIX,2069,Caxias Do Sul,Rio Grande Do Sul,Sul,42,Masculino,0,8
495,2023-03-04,21:33,2023,3,Saturday,Eletrodomésticos,108.9,3,9.8,336.50000000000006,Cartão de Crédito,5355,Ponta Grossa,Paraná,Sul,34,Feminino,1,9
511,2023-03-05,23:20,2023,3,Sunday,Beleza E Cuidados Pessoais,222.9,5,66.87,1181.37,Cartão de Débito,8588,Natal,Rio Grande Do Norte,Nordeste,25,Feminino,1,10
508,2023-03-05,18:45,2023,3,Sunday,Eletrônicos,7776.9,2,1088.77,16642.57,PIX,9986,Juazeiro Do Norte,Ceará,Nordeste,42,Feminino,0,9
505,2023-03-05,21:40,2023,3,Sunday,Eletrônicos,5259.9,5,2103.96,28403.46,PIX,3276,Brasília,Distrito Federal,Centro-Oeste,39,Masculino,1,9
507,2023-03-05,14:31,2023,3,Sunday,Papelaria E Escritório,9.9,3,0.0,29.700000000000003,Cartão de Débito,9416,Mauá,São Paulo,Sudeste,22,Masculino,1,10
503,2023-03-05,23:35,2023,3,Sunday,Ferramentas E Construção,242.9,1,0.0,242.9,Cartão de Crédito,1176,São Paulo,São Paulo,Sudeste,45,Feminino,0,9
509,2023-03-05,19:37,2023,3,Sunday,Beleza E Cuidados Pessoais,120.9,4,14.51,498.11,Cartão de Débito,1537,São Gonçalo,Rio De Janeiro,Sudeste,26,Feminino,1,9
510,2023-03-05,17:51,2023,3,Sunday,Alimentos E Bebidas,74.9,4,5.99,305.59000000000003,PIX,1468,São Gonçalo,Rio De Janeiro,Sudeste,33,Feminino,1,5
506,2023-03-05,22:03,2023,3,Sunday,Alimentos E Bebidas,48.9,1,0.0,48.9,Cartão de Crédito,8201,Carapicuíba,São Paulo,Sudeste,28,Masculino,1,9
513,2023-03-05,18:35,2023,3,Sunday,Beleza E Cuidados Pessoais,207.9,2,20.79,436.59000000000003,Boleto,1861,Serra,Espírito Santo,Sudeste,57,Masculino,0,10
512,2023-03-05,22:51,2023,3,Sunday,Casa E Limpeza,167.9,3,5.04,508.74000000000007,Cartão de Crédito,8511,São João De Meriti,Rio De Janeiro,Sudeste,37,Feminino,0,8
504,2023-03-05,00:56,2023,3,Sunday,Alimentos E Bebidas,25.9,3,0.0,77.69999999999999,Cartão de Débito,8387,São José Dos Campos,São Paulo,Sudeste,18,Masculino,0,8
518,2023-03-07,21:14,2023,3,Tuesday,Beleza E Cuidados Pessoais,69.9,5,10.48,359.98,PIX,5886,Porto Alegre,Rio Grande Do Sul,Sul,32,Feminino,1,10
514,2023-03-07,23:40,2023,3,Tuesday,Ferramentas E Construção,323.9,1,19.43,343.33,PIX,7307,Goiânia,Goiás,Centro-Oeste,47,Masculino,0,8
521,2023-03-07,15:06,2023,3,Tuesday,Beleza E Cuidados Pessoais,20.9,4,5.02,88.61999999999999,Cartão de Crédito,9597,Aracaju,Sergipe,Nordeste,40,Feminino,1,0
515,2023-03-07,23:27,2023,3,Tuesday,Alimentos E Bebidas,97.9,2,0.0,195.8,PIX,7857,Campinas,São Paulo,Sudeste,48,Feminino,0,7
516,2023-03-07,17:01,2023,3,Tuesday,Beleza E Cuidados Pessoais,75.9,1,0.0,75.9,PIX,7848,Campinas,São Paulo,Sudeste,34,Feminino,1,4
522,2023-03-07,21:30,2023,3,Tuesday,Casa E Limpeza,129.9,1,5.2,135.1,Cartão de Débito,8075,Florianópolis,Santa Catarina,Sul,25,Masculino,1,9
517,2023-03-07,17:55,2023,3,Tuesday,Alimentos E Bebidas,27.9,4,1.12,112.72,PIX,5336,Rio De Janeiro,Rio De Janeiro,Sudeste,33,Masculino,1,7
520,2023-03-07,14:56,2023,3,Tuesday,Livros,25.9,3,3.88,81.57999999999998,PIX,7270,Várzea Grande,Mato Grosso,Centro-Oeste,39,Feminino,0,9
519,2023-03-07,20:05,2023,3,Tuesday,Casa E Limpeza,5.9,1,0.0,5.9,Cartão de Crédito,9538,Carapicuíba,São Paulo,Sudeste,37,Feminino,0,10
527,2023-03-08,18:09,2023,3,Wednesday,Alimentos E Bebidas,77.9,5,27.27,416.77,PIX,2982,Natal,Rio Grande Do Norte,Nordeste,52,Feminino,0,8
524,2023-03-08,17:34,2023,3,Wednesday,Eletrônicos,6087.0,1,486.96,6573.96,Cartão de Crédito,6046,Paulista,Pernambuco,Nordeste,35,Masculino,1,8
531,2023-03-08,18:38,2023,3,Wednesday,Casa E Limpeza,169.9,2,16.99,356.79,PIX,5938,Porto Alegre,Rio Grande Do Sul,Sul,45,Feminino,0,9
526,2023-03-08,21:28,2023,3,Wednesday,Casa E Limpeza,140.9,3,21.14,443.84000000000003,PIX,5136,Rio De Janeiro,Rio De Janeiro,Sudeste,56,Masculino,0,10
533,2023-03-08,18:54,2023,3,Wednesday,Eletrodomésticos,1534.9,4,245.58,6385.18,Cartão de Crédito,6636,Ponta Grossa,Paraná,Sul,40,Feminino,1,6
529,2023-03-08,18:09,2023,3,Wednesday,Beleza E Cuidados Pessoais,37.9,1,2.27,40.17,PIX,8303,Natal,Rio Grande Do Norte,Nordeste,33,Feminino,1,10
532,2023-03-08,18:26,2023,3,Wednesday,Casa E Limpeza,196.0,5,0.0,980.0,Cartão de Crédito,7801,Campinas,São Paulo,Sudeste,41,Feminino,0,9
523,2023-03-08,21:54,2023,3,Wednesday,Alimentos E Bebidas,49.9,3,10.48,160.17999999999998,Boleto,6627,Maceió,Alagoas,Nordeste,68,Feminino,0,10
528,2023-03-08,14:00,2023,3,Wednesday,Papelaria E Escritório,22.9,5,0.0,114.5,PIX,1380,São Paulo,São Paulo,Sudeste,50,Masculino,0,9
525,2023-03-08,00:30,2023,3,Wednesday,Beleza E Cuidados Pessoais,87.0,2,0.0,174.0,PIX,8547,Jundiaí,São Paulo,Sudeste,37,Feminino,0,8
530,2023-03-08,00:51,2023,3,Wednesday,Beleza E Cuidados Pessoais,15.9,5,0.0,79.5,Cartão de Crédito,1601,São Paulo,São Paulo,Sudeste,25,Masculino,0,10
537,2023-03-09,22:28,2023,3,Thursday,Alimentos E Bebidas,89.9,4,25.17,384.77000000000004,Cartão de Crédito,2385,João Pessoa,Paraíba,Nordeste,39,Feminino,1,8
538,2023-03-09,16:55,2023,3,Thursday,Livros,126.0,1,6.3,132.3,Cartão de Crédito,2694,Recife,Pernambuco,Nordeste,18,Masculino,1,7
535,2023-03-09,16:12,2023,3,Thursday,Casa E Limpeza,16.0,4,5.76,69.76,Cartão de Crédito,6350,Fortaleza,Ceará,Nordeste,41,Feminino,0,9
541,2023-03-09,20:28,2023,3,Thursday,Papelaria E Escritório,47.9,5,9.58,249.08,Boleto,5555,Porto Alegre,Rio Grande Do Sul,Sul,56,Masculino,0,9
539,2023-03-09,00:40,2023,3,Thursday,Alimentos E Bebidas,6.9,4,1.1,28.700000000000003,Cartão de Crédito,3793,Brasília,Distrito Federal,Centro-Oeste,32,Masculino,1,7
534,2023-03-09,23:32,2023,3,Thursday,Casa E Limpeza,193.9,5,58.17,1027.67,PIX,2417,Salvador,Bahia,Nordeste,47,Feminino,0,9
536,2023-03-09,00:45,2023,3,Thursday,Beleza E Cuidados Pessoais,216.9,4,69.41,937.01,Cartão de Débito,5454,Fortaleza,Ceará,Nordeste,22,Masculino,0,8
540,2023-03-09,18:10,2023,3,Thursday,Alimentos E Bebidas,50.9,4,2.04,205.64,Cartão de Crédito,8116,Vila Velha,Espírito Santo,Sudeste,35,Feminino,1,9
542,2023-03-09,21:08,2023,3,Thursday,Casa E Limpeza,185.9,5,9.3,938.8,Cartão de Crédito,5445,Rio De Janeiro,Rio De Janeiro,Sudeste,43,Masculino,0,10
543,2023-03-09,00:44,2023,3,Thursday,Eletrodomésticos,3907.9,5,195.4,19734.9,Cartão de Débito,7187,Belford Roxo,Rio De Janeiro,Sudeste,25,Masculino,0,10
546,2023-03-10,17:59,2023,3,Friday,Livros,83.9,4,16.78,352.38,PIX,5430,Rio De Janeiro,Rio De Janeiro,Sudeste,35,Masculino,1,9
548,2023-03-10,18:23,2023,3,Friday,Casa E Limpeza,29.0,2,0.0,58.0,Cartão de Crédito,1425,Ribeirão Preto,São Paulo,Sudeste,42,Feminino,0,9
550,2023-03-10,22:50,2023,3,Friday,Alimentos E Bebidas,65.9,1,4.61,70.51,Cartão de Crédito,8465,Curitiba,Paraná,Sul,41,Masculino,0,7
549,2023-03-10,22:16,2023,3,Friday,Papelaria E Escritório,48.9,2,6.85,104.64999999999999,Cartão de Crédito,2229,Jaboatão Dos Guararapes,Pernambuco,Nordeste,47,Feminino,0,10
545,2023-03-10,21:01,2023,3,Friday,Alimentos E Bebidas,90.9,1,10.91,101.81,Cartão de Crédito,9406,Boa Vista,Roraima,Norte,25,Masculino,1,10
551,2023-03-10,18:09,2023,3,Friday,Casa E Limpeza,68.9,4,0.0,275.6,Boleto,1351,São Paulo,São Paulo,Sudeste,55,Feminino,0,9
544,2023-03-10,18:10,2023,3,Friday,Papelaria E Escritório,49.9,1,4.49,54.39,Boleto,6728,Fortaleza,Ceará,Nordeste,63,Masculino,0,9
547,2023-03-10,17:38,2023,3,Friday,Eletrodomésticos,3868.9,1,193.45,4062.35,PIX,6377,Porto Alegre,Rio Grande Do Sul,Sul,43,Masculino,0,9
552,2023-03-10,18:15,2023,3,Friday,Casa E Limpeza,196.9,2,0.0,393.8,PIX,8170,Campinas,São Paulo,Sudeste,41,Masculino,0,9
559,2023-03-11,00:46,2023,3,Saturday,Ferramentas E Construção,101.9,5,0.0,509.5,PIX,1298,São Paulo,São Paulo,Sudeste,36,Masculino,1,10
554,2023-03-11,18:28,2023,3,Saturday,Ferramentas E Construção,267.9,3,80.37,884.0699999999999,Cartão de Crédito,7188,Boa Vista,Roraima,Norte,18,Masculino,1,10
557,2023-03-11,16:02,2023,3,Saturday,Beleza E Cuidados Pessoais,242.9,2,4.86,490.66,PIX,4400,Belo Horizonte,Minas Gerais,Sudeste,39,Feminino,1,4
561,2023-03-11,17:26,2023,3,Saturday,Beleza E Cuidados Pessoais,131.9,4,42.21,569.8100000000001,Cartão de Crédito,5988,Teresina,Piauí,Nordeste,42,Masculino,0,10
553,2023-03-11,18:22,2023,3,Saturday,Casa E Limpeza,117.9,1,3.54,121.44000000000001,PIX,3481,Porto Alegre,Rio Grande Do Sul,Sul,35,Masculino,1,9
555,2023-03-11,18:38,2023,3,Saturday,Alimentos E Bebidas,41.9,2,5.03,88.83,Cartão de Crédito,1541,Blumenau,Santa Catarina,Sul,19,Feminino,1,7
563,2023-03-11,14:55,2023,3,Saturday,Eletrônicos,4283.9,4,1199.49,18335.09,Cartão de Crédito,5885,Canoas,Rio Grande Do Sul,Sul,31,Masculino,0,1
564,2023-03-11,23:34,2023,3,Saturday,Eletrônicos,6940.0,1,555.2,7495.2,Cartão de Crédito,5587,Fortaleza,Ceará,Nordeste,52,Feminino,0,10
556,2023-03-11,18:33,2023,3,Saturday,Ferramentas E Construção,259.9,3,38.98,818.68,Cartão de Crédito,4532,Rio De Janeiro,Rio De Janeiro,Sudeste,44,Feminino,0,8
560,2023-03-11,22:55,2023,3,Saturday,Alimentos E Bebidas,90.0,4,32.4,392.4,PIX,9014,João Pessoa,Paraíba,Nordeste,35,Feminino,1,6
562,2023-03-11,21:23,2023,3,Saturday,Beleza E Cuidados Pessoais,188.9,1,11.33,200.23000000000002,Cartão de Crédito,6191,Ponta Grossa,Paraná,Sul,35,Feminino,1,7
558,2023-03-11,00:46,2023,3,Saturday,Livros,123.9,3,0.0,371.70000000000005,Cartão de Crédito,7876,Campinas,São Paulo,Sudeste,21,Feminino,1,8
573,2023-03-12,22:51,2023,3,Sunday,Alimentos E Bebidas,30.9,1,0.0,30.9,PIX,5939,São José Do Rio Preto,São Paulo,Sudeste,38,Feminino,0,6
571,2023-03-12,17:28,2023,3,Sunday,Livros,101.9,3,0.0,305.70000000000005,Cartão de Crédito,1424,São Paulo,São Paulo,Sudeste,45,Masculino,0,10
565,2023-03-12,23:31,2023,3,Sunday,Casa E Limpeza,92.9,4,0.0,371.6,PIX,8263,Mogi Das Cruzes,São Paulo,Sudeste,44,Masculino,0,2
575,2023-03-12,23:18,2023,3,Sunday,Livros,78.9,3,14.2,250.9,Cartão de Crédito,4907,Brasília,Distrito Federal,Centro-Oeste,21,Feminino,0,10
576,2023-03-12,00:39,2023,3,Sunday,Casa E Limpeza,114.9,5,40.22,614.72,Cartão de Crédito,8330,Petrolina,Pernambuco,Nordeste,27,Feminino,1,9
567,2023-03-12,20:39,2023,3,Sunday,Casa E Limpeza,196.0,3,17.64,605.64,Cartão de Crédito,3119,Betim,Minas Gerais,Sudeste,18,Masculino,1,0
568,2023-03-12,18:53,2023,3,Sunday,Papelaria E Escritório,31.9,2,1.91,65.71,Cartão de Débito,4628,Rio De Janeiro,Rio De Janeiro,Sudeste,18,Feminino,1,9
574,2023-03-12,18:34,2023,3,Sunday,Livros,141.0,3,33.84,456.84000000000003,Cartão de Crédito,9894,Recife,Pernambuco,Nordeste,36,Feminino,1,9
569,2023-03-12,22:07,2023,3,Sunday,Alimentos E Bebidas,11.9,1,0.48,12.38,Cartão de Crédito,7761,Betim,Minas Gerais,Sudeste,52,Feminino,0,9
572,2023-03-12,22:41,2023,3,Sunday,Beleza E Cuidados Pessoais,117.9,1,10.61,128.51,PIX,9542,Teresina,Piauí,Nordeste,46,Feminino,0,9
566,2023-03-12,17:58,2023,3,Sunday,Eletrônicos,6002.9,2,840.41,12846.21,PIX,5125,Fortaleza,Ceará,Nordeste,47,Masculino,0,7
570,2023-03-12,19:54,2023,3,Sunday,Beleza E Cuidados Pessoais,234.0,2,23.4,491.4,Boleto,9056,João Pessoa,Paraíba,Nordeste,55,Feminino,0,7
579,2023-03-14,20:19,2023,3,Tuesday,Eletrônicos,6603.9,2,660.39,13868.189999999999,PIX,4872,Uberaba,Minas Gerais,Sudeste,33,Masculino,1,9
577,2023-03-14,15:21,2023,3,Tuesday,Eletrônicos,5887.9,5,1177.58,30617.08,PIX,5205,Rio De Janeiro,Rio De Janeiro,Sudeste,34,Feminino,1,10
582,2023-03-14,17:10,2023,3,Tuesday,Beleza E Cuidados Pessoais,173.9,1,0.0,173.9,PIX,5809,Santo André,São Paulo,Sudeste,39,Masculino,0,7
578,2023-03-14,17:55,2023,3,Tuesday,Livros,99.9,2,2.0,201.8,Cartão de Débito,3833,Uberlândia,Minas Gerais,Sudeste,25,Feminino,0,7
583,2023-03-14,22:21,2023,3,Tuesday,Alimentos E Bebidas,49.9,2,7.98,107.78,Cartão de Crédito,9841,Recife,Pernambuco,Nordeste,39,Feminino,1,10
581,2023-03-14,16:07,2023,3,Tuesday,Alimentos E Bebidas,23.9,5,9.56,129.06,PIX,5879,Campo Grande,Mato Grosso Do Sul,Centro-Oeste,38,Masculino,0,9
580,2023-03-14,17:36,2023,3,Tuesday,Ferramentas E Construção,137.9,1,8.27,146.17000000000002,PIX,7835,Curitiba,Paraná,Sul,32,Masculino,1,10
584,2023-03-14,23:21,2023,3,Tuesday,Beleza E Cuidados Pessoais,78.9,5,11.84,406.34,Cartão de Crédito,5225,Rio De Janeiro,Rio De Janeiro,Sudeste,48,Feminino,0,9
589,2023-03-15,21:19,2023,3,Wednesday,Casa E Limpeza,57.9,5,11.58,301.08,PIX,8448,Curitiba,Paraná,Sul,45,Masculino,0,9
586,2023-03-15,17:55,2023,3,Wednesday,Beleza E Cuidados Pessoais,71.0,5,0.0,355.0,Cartão de Crédito,7736,Campinas,São Paulo,Sudeste,31,Feminino,1,9
587,2023-03-15,18:29,2023,3,Wednesday,Alimentos E Bebidas,18.9,1,1.7,20.599999999999998,PIX,6402,Fortaleza,Ceará,Nordeste,34,Masculino,1,9
585,2023-03-15,16:55,2023,3,Wednesday,Casa E Limpeza,162.9,4,32.58,684.1800000000001,PIX,7177,Anápolis,Goiás,Centro-Oeste,40,Feminino,1,9
591,2023-03-15,22:28,2023,3,Wednesday,Beleza E Cuidados Pessoais,237.9,3,42.82,756.5200000000001,Cartão de Débito,1502,Londrina,Paraná,Sul,20,Feminino,0,9
592,2023-03-15,17:58,2023,3,Wednesday,Casa E Limpeza,140.9,5,0.0,704.5,Cartão de Débito,1380,São Paulo,São Paulo,Sudeste,50,Masculino,0,9
590,2023-03-15,17:08,2023,3,Wednesday,Alimentos E Bebidas,25.9,1,1.04,26.939999999999998,Cartão de Débito,7587,Caxias Do Sul,Rio Grande Do Sul,Sul,18,Masculino,1,10
588,2023-03-15,22:53,2023,3,Wednesday,Ferramentas E Construção,336.9,4,26.95,1374.55,Cartão de Débito,4092,São Gonçalo,Rio De Janeiro,Sudeste,28,Masculino,1,6
600,2023-03-16,17:30,2023,3,Thursday,Beleza E Cuidados Pessoais,231.9,2,32.47,496.27,Boleto,5964,Porto Alegre,Rio Grande Do Sul,Sul,19,Feminino,0,9
596,2023-03-16,00:20,2023,3,Thursday,Eletrônicos,4417.9,2,441.79,9277.59,Cartão de Crédito,4660,Rio De Janeiro,Rio De Janeiro,Sudeste,49,Masculino,0,9
597,2023-03-16,18:02,2023,3,Thursday,Beleza E Cuidados Pessoais,236.9,1,18.95,255.85,Cartão de Débito,8699,Natal,Rio Grande Do Norte,Nordeste,28,Feminino,1,5
593,2023-03-16,20:37,2023,3,Thursday,Papelaria E Escritório,42.9,5,10.73,225.23,Cartão de Crédito,1857,Curitiba,Paraná,Sul,35,Masculino,1,9
601,2023-03-16,19:57,2023,3,Thursday,Eletrônicos,5997.0,3,1619.19,19610.19,Cartão de Débito,2231,Recife,Pernambuco,Nordeste,22,Feminino,0,8
599,2023-03-16,23:16,2023,3,Thursday,Eletrodomésticos,722.9,3,86.75,2255.45,Cartão de Crédito,4502,Rio De Janeiro,Rio De Janeiro,Sudeste,18,Feminino,1,10
594,2023-03-16,17:59,2023,3,Thursday,Ferramentas E Construção,157.0,4,43.96,671.96,Cartão de Crédito,4329,Aparecida De Goiânia,Goiás,Centro-Oeste,38,Masculino,0,7
598,2023-03-16,21:50,2023,3,Thursday,Ferramentas E Construção,165.9,4,0.0,663.6,PIX,7417,Campinas,São Paulo,Sudeste,42,Feminino,0,9
595,2023-03-16,19:24,2023,3,Thursday,Casa E Limpeza,92.9,3,19.51,298.21000000000004,Boleto,2744,Curitiba,Paraná,Sul,30,Masculino,1,9
602,2023-03-17,15:27,2023,3,Friday,Casa E Limpeza,64.9,4,15.58,275.18,PIX,1650,Petrolina,Pernambuco,Nordeste,37,Feminino,0,8
608,2023-03-17,18:28,2023,3,Friday,Beleza E Cuidados Pessoais,19.0,3,4.56,61.56,Boleto,3029,Salvador,Bahia,Nordeste,30,Feminino,1,10
607,2023-03-17,19:48,2023,3,Friday,Alimentos E Bebidas,12.9,5,5.8,70.3,PIX,8499,Natal,Rio Grande Do Norte,Nordeste,42,Masculino,0,9
603,2023-03-17,22:24,2023,3,Friday,Alimentos E Bebidas,64.9,2,6.49,136.29000000000002,PIX,4365,Brasília,Distrito Federal,Centro-Oeste,37,Masculino,0,3
605,2023-03-17,21:50,2023,3,Friday,Alimentos E Bebidas,2.9,1,0.23,3.13,Cartão de Crédito,6236,Manaus,Amazonas,Norte,46,Feminino,0,9
606,2023-03-17,22:25,2023,3,Friday,Eletrônicos,5719.0,3,1200.99,18357.99,PIX,8806,Recife,Pernambuco,Nordeste,52,Masculino,0,10
609,2023-03-17,19:43,2023,3,Friday,Beleza E Cuidados Pessoais,192.9,5,86.8,1051.3,Cartão de Crédito,5822,Natal,Rio Grande Do Norte,Nordeste,41,Masculino,0,7
604,2023-03-17,00:58,2023,3,Friday,Casa E Limpeza,110.9,1,0.0,110.9,Cartão de Débito,1711,São Paulo,São Paulo,Sudeste,43,Masculino,0,9
611,2023-03-18,14:48,2023,3,Saturday,Eletrodomésticos,74.0,1,0.0,74.0,Cartão de Crédito,8060,Mauá,São Paulo,Sudeste,27,Masculino,1,9
617,2023-03-18,18:45,2023,3,Saturday,Casa E Limpeza,195.9,4,54.85,838.45,Cartão de Crédito,2489,Salvador,Bahia,Nordeste,51,Feminino,0,9
618,2023-03-18,15:47,2023,3,Saturday,Papelaria E Escritório,3.9,1,0.2,4.1,Cartão de Débito,5041,Brasília,Distrito Federal,Centro-Oeste,29,Masculino,1,9
613,2023-03-18,19:32,2023,3,Saturday,Beleza E Cuidados Pessoais,210.9,4,42.18,885.78,PIX,4909,São João De Meriti,Rio De Janeiro,Sudeste,52,Feminino,0,10
610,2023-03-18,23:15,2023,3,Saturday,Beleza E Cuidados Pessoais,222.9,1,0.0,222.9,PIX,1556,São Paulo,São Paulo,Sudeste,37,Feminino,1,6
616,2023-03-18,22:35,2023,3,Saturday,Casa E Limpeza,38.9,2,0.0,77.8,Cartão de Crédito,8104,Guarulhos,São Paulo,Sudeste,42,Masculino,0,8
614,2023-03-18,23:43,2023,3,Saturday,Alimentos E Bebidas,87.9,2,8.79,184.59,PIX,2515,Joinville,Santa Catarina,Sul,46,Feminino,0,7
615,2023-03-18,17:11,2023,3,Saturday,Papelaria E Escritório,19.9,3,1.19,60.88999999999999,Cartão de Crédito,5279,São João De Meriti,Rio De Janeiro,Sudeste,40,Feminino,0,10
612,2023-03-18,23:14,2023,3,Saturday,Casa E Limpeza,61.9,4,17.33,264.93,Cartão de Crédito,2423,Joinville,Santa Catarina,Sul,48,Masculino,0,9
625,2023-03-19,17:57,2023,3,Sunday,Ferramentas E Construção,241.9,1,0.0,241.9,Cartão de Crédito,7298,Ribeirão Preto,São Paulo,Sudeste,36,Masculino,1,9
623,2023-03-19,19:11,2023,3,Sunday,Livros,125.9,5,62.95,692.45,Cartão de Débito,6786,Recife,Pernambuco,Nordeste,27,Masculino,1,9
630,2023-03-19,15:48,2023,3,Sunday,Alimentos E Bebidas,60.9,4,24.36,267.96,Boleto,9242,Recife,Pernambuco,Nordeste,60,Masculino,0,7
619,2023-03-19,18:14,2023,3,Sunday,Beleza E Cuidados Pessoais,68.9,4,0.0,275.6,Cartão de Crédito,8570,Campinas,São Paulo,Sudeste,23,Masculino,0,9
624,2023-03-19,21:46,2023,3,Sunday,Beleza E Cuidados Pessoais,27.9,3,6.7,90.39999999999999,Cartão de Débito,3144,Brasília,Distrito Federal,Centro-Oeste,27,Feminino,0,9
628,2023-03-19,21:08,2023,3,Sunday,Beleza E Cuidados Pessoais,144.9,1,8.69,153.59,Cartão de Crédito,1882,Goiânia,Goiás,Centro-Oeste,41,Feminino,0,7
